id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,dining_cost
10627,New Mahesh Friends Food Corner,Yes,No,Lower Manhattan,3.3/5,48.0," 9902419754,  9972913805",Quick Bites,Dine-out,1.0,2.0,American,0.0
31055,Truffles,No,No,Tribeca,4.7 /5,14710.0,080 49652818,Cafe,Dine-out,7.0,4.0,Snacks,1.0
29639,Chung Wah,Yes,No,Tribeca,4.0 /5,314.0,"080 41607888, 080 41607999",Casual Dining,Delivery,7.0,4.0,,1.0
42306,Donne Biriyani House,Yes,No,Greenwich,4.0 /5,492.0, 9739406501,Quick Bites,Delivery,3.0,1.0,Italian,0.0
18669,Mainland China,Yes,Yes,Greenwich,4.4/5,1507.0,080 49652961,Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
45799,Vapour Pub & Brewery,No,Yes,Greenwich,4.2 /5,6998.0," 9900088194
 9900088197",Microbrewery,Dine-out,7.0,3.0,American,1.0
1438,Chung Wah Opus,Yes,No,Midtown,3.0/5,57.0,"080 65788688, 080 65788588",Casual Dining,Delivery,3.0,2.0,Chinese,1.0
40950,Rayalaseema Chefs,Yes,Yes,Staten and Ellis Islands,3.9 /5,231.0," 7026376666
 7026386666",Casual Dining,Delivery,7.0,4.0,American,1.0
32100,Shiva's Bar And Restaurant,No,No,Lower Manhattan,NEW,0.0, 9900260413,Bar,Pubs and bars,1.0,3.0,Mexican,1.0
28530,Popsies,Yes,No,Tribeca,3.9 /5,823.0,"080 65463880, 080 65659336",Casual Dining,Dine-out,7.0,2.0,Chinese,1.0
36836,Cafemoto,Yes,No,Tribeca,4.0 /5,202.0," 6360827051
 8129229603",Cafe,Dine-out,7.0,4.0,Snacks,1.0
3081,Cafe Cosy,No,Yes,Chelsea,4.1/5,102.0,080 49653354,Cafe,Delivery,3.0,4.0,Snacks,1.0
31867,What the Food,No,No,Lower Manhattan,3.6 /5,38.0," 9739019190,  9845040679",Quick Bites,Dine-out,1.0,3.0,American,0.0
180,Grazers,Yes,Yes,Chelsea,3.9/5,291.0,080 26650668,Cafe,Delivery,7.0,5.0,Snacks,1.0
50568,Desi Khana,Yes,No,Chinatown,3.3 /5,10.0," 9611190908
 8317471518",Quick Bites,Delivery,1.0,2.0,American,0.0
51419,Real Ambur Dum Burger,No,No,Chinatown,3.3 /5,4.0," 9632680311
 7795594274",Quick Bites,Dine-out,1.0,2.0,Italian,0.0
22576,The Punjabi Rasoi,No,No,Midtown,NEW,0.0,080 42085222,Casual Dining,Delivery,1.0,1.0,American,1.0
20519,Jayanagar Grill House,Yes,No,Chelsea,3.5/5,35.0, 8123186002,Quick Bites,Delivery,1.0,2.0,Italian,0.0
16833,Wangs Kitchen,Yes,No,East Village,2.4/5,438.0,080 39253925,Casual Dining,Delivery,7.0,1.0,Chinese,1.0
18661,Chianti,No,Yes,Greenwich,4.7/5,4398.0,"080 41265000, 080 41264000",Casual Dining,Dine-out,7.0,1.0,Italian,1.0
20094,24/7 Food Service,Yes,No,Midtown,3.0/5,7.0," 7795513215,  9945052352",Takeaway,Delivery,1.0,3.0,Mexican,0.0
15246,Homely Kitchen,Yes,No,Greenwich,NEW,0.0, 9900029648,Takeaway,Delivery,1.0,2.0,American,0.0
7285,Epic Burger,No,No,Chinatown,NEW,0.0, 8867591599,Takeaway,Delivery,1.0,2.0,Italian,0.0
10963,Chung Wah,Yes,No,Tribeca,4.0/5,313.0,"080 41607888, 080 41607999",Casual Dining,Dine-out,7.0,4.0,Chinese,1.0
45899,Grubhouse,Yes,No,Greenwich,4.1 /5,338.0,080 40999721,Casual Dining,Dine-out,,2.0,Snacks,1.0
37477,Thais Tiffin Center,No,No,Lower Manhattan,,0.0, 6360028288,Quick Bites,Dine-out,1.0,3.0,Mexican,0.0
4365,That Garage Cafe,Yes,No,East Village,3.1/5,100.0, 8197831158,Cafe,Delivery,5.0,4.0,Snacks,1.0
21442,Sri Raghavendra Davanagere Benne Dose Hotel,No,No,Midtown,4.0 /5,38.0, 9845114198,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
35687,Mr. Parathewala,Yes,No,Chelsea,,0.0, 8884135349,Takeaway,Delivery,,1.0,American,0.0
26647,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8/5,256.0,080 49652486,Casual Dining,Delivery,1.0,2.0,Italian,1.0
33385,North American And Bengali Mess,No,No,Tribeca,3.7 /5,34.0, 8971812966,Mess,Delivery,1.0,2.0,American,0.0
22784,Gharelu Zaika,Yes,No,Midtown,3.7/5,22.0, 9916122646,Delivery,Delivery,1.0,1.0,American,0.0
35992,Upahara Johnson,No,No,Chelsea,3.0 /5,25.0,080 26541133,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
18485,SOS,Yes,No,Greenwich,NEW,0.0, 9663801016,Quick Bites,Delivery,1.0,3.0,American,0.0
10441,Hang10 Resto N Cafe,Yes,No,Lower Manhattan,3.8/5,100.0," 7353222277,  7353444477",Cafe,Dine-out,5.0,3.0,Snacks,1.0
23169,The Coastal Crew by Fujian on 24th,Yes,Yes,Midtown,4.2/5,1033.0,"080 26499444,  8951516623",Casual Dining,Dine-out,7.0,5.0,Chinese,1.0
43781,Srinidhi Johnson Food Line,Yes,No,Greenwich,3.7 /5,131.0,080 25250408,Quick Bites,Dine-out,3.0,3.0,Mexican,0.0
19568,The Biriyani Pedia,Yes,No,Lower Manhattan,3.9/5,57.0, 9809202588,Quick Bites,Delivery,4.0,1.0,Italian,0.0
30065,Vintage Shack,Yes,Yes,East Village,3.9 /5,161.0,080 49652190,Casual Dining,Delivery,7.0,2.0,American,1.0
22410,Sattvam,No,No,Midtown,4.3/5,357.0,"080 26595000,  9483275526",Casual Dining,Delivery,7.0,2.0,American,1.0
9478,Hang10 Resto N Cafe,Yes,No,Lower Manhattan,3.8/5,100.0," 7353222277,  7353444477",Cafe,Delivery,5.0,3.0,Snacks,1.0
41710,Dakshin Spice,Yes,Yes,Staten and Ellis Islands,3.8 /5,384.0,"080 42163388
080 42153388",Casual Dining,Dine-out,7.0,4.0,Mexican,1.0
51126,Tiffin Room - Miraya Hotel & Residences,No,Yes,Chinatown,3.7 /5,138.0," 7760961733
 7760961714",Fine Dining,Dine-out,7.0,3.0,American,1.0
31787,Swaadam Veg,Yes,No,Lower Manhattan,3.6 /5,34.0, 8049994999,,Dine-out,1.0,2.0,Mexican,0.0
10077,S.W.A.T Food Truck,No,No,Tribeca,3.7/5,21.0, 9739725171,Quick Bites,Delivery,1.0,2.0,American,0.0
34634,Hello Dish Biriyani,No,No,Lower Manhattan,,0.0," 9986491549
 8111924516",Quick Bites,Dine-out,1.0,1.0,Italian,0.0
50222,New Udupi Delicacy,Yes,No,Chinatown,3.9 /5,91.0," 8951429531
 9986334147",Quick Bites,Delivery,2.0,3.0,Mexican,0.0
40635,Delight food,Yes,No,Staten and Ellis Islands,3.1 /5,8.0, 7624863271,Quick Bites,Delivery,1.0,2.0,American,0.0
20781,My Chef,No,No,Midtown,,0.0, 9535355896,Delivery,Delivery,1.0,2.0,American,0.0
41881,99 Udupi Veg,No,No,Staten and Ellis Islands,,0.0," 9513367801
 9513367802",Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
869,Sattvam,No,No,Midtown,4.3/5,353.0,"080 26595000,  9483275526",Casual Dining,Buffet,7.0,2.0,American,1.0
41589,Hyderabad Biryaani House,Yes,No,Staten and Ellis Islands,3.7 /5,833.0," 7411057174
 7411047174",Casual Dining,Dine-out,7.0,3.0,Italian,1.0
16455,Vintage Shack,Yes,Yes,East Village,3.9/5,161.0,080 49652190,,Delivery,7.0,2.0,American,1.0
30856,Kakatiya's,Yes,No,East Village,3.1 /5,6.0, 9900026091,Quick Bites,Delivery,1.0,2.0,Mexican,0.0
35626,Atithi,Yes,Yes,East Village,3.9 /5,224.0, 9538800665,Casual Dining,Delivery,7.0,3.0,American,1.0
16020,The Buffet Table,No,Yes,East Village,NEW,0.0,080 49652800,Casual Dining,Delivery,7.0,6.0,American,1.0
21311,Bottle Breacher,No,Yes,Midtown,4.1 /5,1204.0, 9482512009,Casual Dining,Dine-out,7.0,2.0,Italian,1.0
27098,Trippy Paradise,Yes,No,Lower Manhattan,2.6/5,61.0," 9886525634,  7406615506",Cafe,Delivery,1.0,1.0,Snacks,1.0
9603,Churchill's,Yes,Yes,Midtown,4.1/5,1403.0," 9035475040,  9845033470",Casual Dining,Delivery,7.0,2.0,American,1.0
41570,Srinathji's,Yes,Yes,Staten and Ellis Islands,3.9 /5,669.0," 9535822209
 6361207719",Casual Dining,Dine-out,7.0,4.0,American,1.0
10964,Naati Manae,Yes,Yes,Tribeca,3.9/5,484.0,"080 41116661, 080 41136661",Casual Dining,Dine-out,7.0,4.0,American,1.0
28651,Tella Tales,Yes,No,Tribeca,4.2 /5,414.0, 8792110657,Cafe,Dine-out,7.0,3.0,Snacks,1.0
16169,It's My Meal Food Service,No,No,East Village,,0.0, 9845972713,Delivery,Delivery,1.0,2.0,American,0.0
11537,Eagle Bar & Restaurant,No,No,Midtown,,0.0, 9845166007,,Pubs and bars,1.0,2.0,American,1.0
34232,Namma Biriyani,Yes,No,Tribeca,3.7 /5,17.0,080 43758178,Quick Bites,Dine-out,1.0,3.0,Italian,0.0
40857,Friends Food Corner,No,No,Staten and Ellis Islands,,0.0, 8374057405,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
29187,Samosa Singh,Yes,No,East Village,,0.0,080 43334333,Quick Bites,Dine-out,1.0,2.0,American,0.0
2663,Mystique Palate,Yes,No,Chelsea,4.1/5,337.0," 9663313544,  9916685945",Quick Bites,Delivery,7.0,2.0,Chinese,0.0
22679,Delicious Night,No,No,Midtown,,0.0,080 65777883,,Delivery,1.0,3.0,Italian,0.0
12327,Homemade Food,Yes,No,Greenwich,3.8/5,24.0, 9566785454,Takeaway,Delivery,1.0,1.0,Mexican,0.0
1417,New South Corner,Yes,No,Lower Manhattan,3.7/5,20.0," 9964564245,  9986468077",Quick Bites,Delivery,1.0,3.0,Mexican,0.0
34631,Adithya Family Restaurant,No,No,Lower Manhattan,3.7 /5,27.0, 9845284661,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
50266,Punjab Grill,Yes,No,Chinatown,4.8 /5,650.0," 8448581880
 8448581881",Casual Dining,Delivery,7.0,1.0,American,1.0
50505,Hoodi Baba A Str-eat Caff,Yes,No,Chinatown,3.7 /5,38.0, 9739866484,Quick Bites,Delivery,1.0,2.0,American,0.0
10069,Ronnie's Kitchen,No,No,Tribeca,3.1/5,12.0," 9986627088,  8147932242",Quick Bites,Delivery,1.0,1.0,Chinese,0.0
35733,Bistro Oui,Yes,Yes,Tribeca,4.1 /5,402.0," 9535007412
 9972815434",Cafe,Delivery,7.0,4.0,Snacks,1.0
41581,Brunchilly,No,Yes,Staten and Ellis Islands,4.0 /5,213.0," 9148591792
 9148591791",Casual Dining,Dine-out,7.0,2.0,American,1.0
22482,Cross Road Cafe,Yes,No,Chelsea,3.9/5,91.0,080 41247022,Cafe,Delivery,7.0,3.0,Snacks,0.0
10748,Burger Magic,Yes,No,Lower Manhattan,3.5/5,31.0," 9986583274,  9886766087",Quick Bites,Dine-out,1.0,2.0,American,0.0
34304,Malabar Xpress,Yes,No,Tribeca,3.2 /5,4.0," 8095556677
 8095556688",,Dine-out,1.0,2.0,Mexican,0.0
17254,Momos Corner,No,No,East Village,3.3/5,6.0, 8887993951,Quick Bites,Dine-out,1.0,1.0,Chinese,0.0
22220,Speedbreaker,Yes,No,Lower Manhattan,3.4/5,14.0," 9980399477,  8660933013",Quick Bites,Delivery,1.0,1.0,American,0.0
2456,New Mahesh Friends Food Corner,Yes,No,Lower Manhattan,3.2/5,45.0," 9902419754,  9972913805",Quick Bites,Dine-out,1.0,2.0,American,0.0
10791,Top Foam Parantha Roll & Juice Centre,No,No,Lower Manhattan,3.5/5,13.0, 8792536494,Quick Bites,Dine-out,1.0,4.0,American,0.0
19510,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8/5,256.0,080 49652678,Casual Dining,Delivery,1.0,2.0,Italian,1.0
40914,Sidewalk - The Garden Bar,Yes,Yes,Staten and Ellis Islands,4.4 /5,3004.0," 9591325180
 9999266306",Bar,Delivery,7.0,4.0,American,1.0
8098,Flavors Restaurant,Yes,No,Chinatown,2.9/5,16.0,"080 40985253,  9739716505",Casual Dining,Dine-out,1.0,2.0,American,1.0
41741,Aashirvaad Restaurant,Yes,No,Staten and Ellis Islands,3.1 /5,253.0," 8105872118
 9036799105",Quick Bites,Dine-out,1.0,3.0,American,0.0
31792,Omleterian,Yes,No,Lower Manhattan,,0.0,,Quick Bites,Dine-out,1.0,2.0,American,0.0
40844,Rawalpindi Express,No,No,Staten and Ellis Islands,3.4 /5,4.0,080 65555568,Quick Bites,Delivery,1.0,1.0,American,0.0
36247,Top Foam Parantha Roll & Juice Centre,No,No,Lower Manhattan,3.4 /5,13.0, 8792536494,Quick Bites,Delivery,1.0,4.0,American,0.0
32101,Sultans of Spice,Yes,Yes,Tribeca,4.5 /5,3469.0,080 49652770,Casual Dining,Buffet,,3.0,American,1.0
27935,Purani Dilli,No,No,East Village,3.2/5,4.0," 9845783627,  6360997214",Quick Bites,Delivery,1.0,2.0,American,0.0
27167,Grapevine,Yes,Yes,East Village,4.1/5,734.0," 8971470114,  9940693011",Cafe,Delivery,7.0,5.0,Snacks,1.0
36220,Hunger Buds,No,No,Lower Manhattan,3.5 /5,10.0, 7978198920,Quick Bites,Delivery,1.0,1.0,American,0.0
16982,The Rasoiya Street,Yes,Yes,East Village,4.1/5,1324.0," 9663030533,  8078632775",Casual Dining,Dine-out,7.0,4.0,American,1.0
19418,The Caramelts Cafe,No,No,Chelsea,4.1/5,226.0,080 26544799,Cafe,Cafes,7.0,4.0,Snacks,1.0
40687,The Perk,No,Yes,Staten and Ellis Islands,2.7 /5,444.0,080 25401352,Casual Dining,Delivery,7.0,1.0,American,1.0
31820,Hunger Buds,No,No,Lower Manhattan,3.5 /5,10.0, 7978198920,Quick Bites,Dine-out,1.0,1.0,American,0.0
6880,The Bahubali,Yes,Yes,Staten and Ellis Islands,3.5/5,151.0, 7337625805,Casual Dining,Delivery,4.0,2.0,American,1.0
36059,B2D Indori Perk,No,No,Lower Manhattan,3.4 /5,5.0, 9691652001,Quick Bites,Delivery,1.0,1.0,American,0.0
49390,Swathi Deluxe,Yes,Yes,Staten and Ellis Islands,3.9 /5,228.0," 9902410005
 9900043666",Casual Dining,Delivery,7.0,4.0,American,1.0
9877,Star Bowl,Yes,No,East Village,NEW,0.0, 8042070493,Takeaway,Delivery,1.0,3.0,American,1.0
29975,Tiwari's Ghee Paratha And Chaats,Yes,No,Lower Manhattan,,0.0," 9844726826,  9844078000",Quick Bites,Delivery,1.0,2.0,American,0.0
27119,Sree Krishna Kafe,Yes,No,Tribeca,4.2/5,971.0,"080 41104345,  8197156368",Quick Bites,Delivery,,1.0,Mexican,0.0
3237,Starbucks,No,No,Chelsea,4.1/5,108.0,,Cafe,Desserts,1.0,2.0,Snacks,1.0
45979,Chai & Kadi,No,No,Greenwich,3.8 /5,33.0, 9448557993,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
18924,Popat,Yes,No,Greenwich,3.2/5,43.0, 7015836528,Quick Bites,Dine-out,1.0,1.0,American,0.0
45313,Gundappa Donne Burger,No,No,Greenwich,2.6 /5,91.0, 9880023409,Quick Bites,Delivery,6.0,1.0,Italian,0.0
7237,Real Ambur Dum Burger,No,No,Chinatown,,0.0," 9738918645,  7795594274",Quick Bites,Delivery,1.0,2.0,Italian,0.0
22506,Advika Briyani Center,No,No,Midtown,3.2/5,10.0," 7259139074,  9008071136",Delivery,Delivery,1.0,1.0,Italian,0.0
41823,Ram Bhog,No,No,Staten and Ellis Islands,3.8 /5,24.0," 9902077285
 8867732697",Quick Bites,Dine-out,1.0,2.0,Chinese,0.0
1483,Heaven 2 Oven,Yes,No,Lower Manhattan,NEW,0.0, 9731142022,Quick Bites,Delivery,1.0,1.0,Chinese,0.0
10154,The Little Kitchen,Yes,No,Midtown,3.4/5,8.0, 9113076319,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
17718,Vietnamese Kitchen,Yes,Yes,Greenwich,4.1/5,522.0,"080 41566008, 080 41566009",Casual Dining,Delivery,7.0,4.0,Chinese,1.0
34463,Aaranya Restaurant,Yes,No,East Village,3.4 /5,212.0," 9845475786
 9900088992",Casual Dining,Dine-out,5.0,3.0,American,1.0
18969,Hotel Blue Land,No,No,Greenwich,,0.0, 9739933449,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
28739,Nachos Plaza,Yes,No,Tribeca,3.8 /5,140.0,080 71967784,Quick Bites,Dine-out,1.0,4.0,Mexican,0.0
17129,SSignature,No,No,East Village,,0.0,"080 25507575, 080 25506676",Casual Dining,Dine-out,1.0,3.0,American,1.0
11515,Beer Adda,Yes,Yes,Tribeca,4.2/5,541.0,080 45128825,Casual Dining,Pubs and bars,7.0,3.0,American,1.0
15972,The Punjabi Rasoi,No,No,East Village,4.0/5,1829.0,"080 25720999,  9591957444",Casual Dining,Delivery,7.0,1.0,American,1.0
8441,Vegetarea,Yes,No,Lower Manhattan,3.9/5,38.0,080 43334333,Takeaway,Delivery,1.0,1.0,Mexican,0.0
35955,HungerLoft,Yes,No,Lower Manhattan,2.5 /5,109.0, 9597450021,Casual Dining,Delivery,1.0,3.0,American,1.0
32457,PreRit's Food Factory,Yes,No,Greenwich,3.7 /5,72.0," 9620909029,  9611817196",Delivery,Delivery,4.0,2.0,American,0.0
50670,Sai Charan Tiffin House,No,No,Chinatown,,0.0, 9535154001,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
50603,Real Ambur Dum Burger,No,No,Chinatown,3.3 /5,4.0," 9632680311
 7795594274",Quick Bites,Delivery,1.0,2.0,Italian,0.0
1804,Sri Krishna Delight,Yes,No,Lower Manhattan,,0.0, 7829117777,Quick Bites,Delivery,1.0,2.0,American,0.0
27607,Hotel Reddy Bhavan,Yes,No,East Village,3.4/5,11.0, 9845111989,Quick Bites,Delivery,1.0,4.0,Italian,0.0
7620,Aashirvaad Restaurant,Yes,No,Staten and Ellis Islands,3.1/5,249.0," 8105872118,  9036799105",Quick Bites,Delivery,1.0,3.0,American,0.0
22966,Kesar Restaurant,Yes,No,Midtown,3.6/5,48.0, 9886608571,,Delivery,1.0,3.0,American,0.0
30039,Popsies,Yes,No,Tribeca,3.9 /5,823.0,"080 65463880, 080 65659336",Casual Dining,Delivery,7.0,2.0,Chinese,1.0
29763,Big Wong XL,No,Yes,Tribeca,4.5 /5,685.0, 9902667866,Casual Dining,Delivery,7.0,4.0,Chinese,1.0
32592,Public Khana,Yes,No,Lower Manhattan,3.4 /5,17.0, 8867777657,Quick Bites,Delivery,1.0,2.0,Mexican,0.0
2523,Cafe Terra,Yes,No,Chelsea,NEW,0.0, 8042111103,Cafe,Cafes,1.0,2.0,Snacks,1.0
42324,Paradise,Yes,No,Greenwich,4.1 /5,3261.0," 9513477571
 9886225506",Casual Dining,Delivery,7.0,3.0,,1.0
27300,High n Hungry,Yes,No,Lower Manhattan,2.9/5,95.0,"040 42150606,  9886941212",Delivery,Delivery,2.0,4.0,American,1.0
19609,Dadi's Dum Burger,Yes,Yes,Lower Manhattan,4.1/5,2725.0," 7090999991,  7090599999",Casual Dining,Delivery,7.0,3.0,Italian,1.0
29039,Kallummakkaya,Yes,No,Lower Manhattan,,0.0, 9605141138,Quick Bites,Dine-out,1.0,2.0,Mexican,0.0
21785,Mudpipe Cafe,Yes,Yes,Midtown,3.9/5,728.0, 9448056565,Cafe,Cafes,7.0,3.0,Snacks,1.0
17570,Cafe Max,No,No,Greenwich,4.3/5,1651.0,080 41200469,Cafe,Cafes,7.0,6.0,Snacks,1.0
17329,Ambur Chicken Burger,No,No,East Village,3.1/5,9.0, 9620528063,Quick Bites,Dine-out,1.0,1.0,Italian,0.0
28135,Wings Mama,Yes,No,East Village,,0.0, 8095066833,Takeaway,Delivery,1.0,2.0,American,0.0
36158,Ayush Reddy Tiffins & Fast Food Center,No,No,Lower Manhattan,,0.0, 7893037059,Quick Bites,Delivery,1.0,3.0,Mexican,0.0
28384,Truffles,No,No,Tribeca,4.7 /5,14704.0,080 49652818,Cafe,Dine-out,7.0,4.0,Snacks,1.0
31742,Khaja Point,No,No,Lower Manhattan,NEW,0.0, 9886804017,Quick Bites,Dine-out,1.0,3.0,American,0.0
10775,Biriyani Angadi,No,No,Lower Manhattan,3.2/5,7.0, 9663266639,Quick Bites,Dine-out,1.0,1.0,Italian,0.0
36792,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,348.0," 8660457440
 8025505542",Casual Dining,Dine-out,7.0,6.0,Chinese,1.0
3764,Jalsa Gold,No,Yes,Staten and Ellis Islands,4.5/5,3421.0," 9066887021,  7022455300",Casual Dining,Buffet,7.0,3.0,American,1.0
50950,Third Wave Coffee Roasters,No,No,Chinatown,3.8 /5,25.0," 9108175767
 8025018073",Cafe,Desserts,,3.0,Snacks,1.0
45374,Waffle Magic,No,No,Greenwich,4.2 /5,592.0,080 45128813,Cafe,Delivery,7.0,2.0,Snacks,1.0
42370,New York Mandarin,Yes,No,Greenwich,4.2 /5,985.0,"080 41161732
080 25251772",Casual Dining,Delivery,7.0,2.0,Chinese,1.0
51068,Kapoor's Cafe,No,No,Chinatown,4.2 /5,3021.0," 9739267702
 8105674336",Casual Dining,Dine-out,7.0,1.0,American,1.0
41616,Satakarni,Yes,No,Staten and Ellis Islands,3.1 /5,217.0," 9108620017
 9108620064",Casual Dining,Dine-out,1.0,5.0,Chinese,1.0
30534,King Punjabi Restaurant,No,No,Lower Manhattan,3.8 /5,52.0, 9742710844,Quick Bites,Delivery,1.0,1.0,American,0.0
20294,Cafe Terra,Yes,No,Chelsea,NEW,0.0, 8042111103,Cafe,Delivery,1.0,2.0,Snacks,1.0
41110,Cafe Petu,Yes,No,Staten and Ellis Islands,3.8 /5,374.0," 8792800195
 7019720382",Quick Bites,Delivery,7.0,2.0,American,0.0
29507,Noodle Panda,Yes,No,Tribeca,4.3 /5,341.0, 8043029207,Casual Dining,Delivery,7.0,7.0,Chinese,1.0
34491,Nanna Munna Paratha House,No,No,Lower Manhattan,3.6 /5,20.0," 9538759162
 9980343629",Quick Bites,Dine-out,,1.0,American,0.0
41531,Jalsa Gold,No,Yes,Staten and Ellis Islands,4.5 /5,3486.0," 9066887021
 7022455300",Casual Dining,Dine-out,7.0,3.0,American,1.0
27569,Cafemoto,Yes,No,Tribeca,4.0/5,201.0," 6360827051,  8129229603",Cafe,Delivery,,4.0,Snacks,1.0
18689,Southindies,No,Yes,Greenwich,4.1/5,1224.0,"080 41636363, 080 41636362",Casual Dining,Dine-out,7.0,4.0,Mexican,1.0
26806,RB Food Point,Yes,No,Lower Manhattan,3.8/5,38.0,080 49652100,Quick Bites,Delivery,1.0,2.0,American,0.0
29270,Sultans of Spice,Yes,Yes,Tribeca,4.5 /5,3467.0,080 49652770,Casual Dining,Buffet,7.0,3.0,American,1.0
30076,HOTEL VKM,Yes,No,Lower Manhattan,,0.0," 9880622209,  7411290003",Quick Bites,Delivery,1.0,1.0,Mexican,0.0
18716,Sanchez Taqueria & Cantina,No,No,Greenwich,4.1/5,57.0,"080 24400081, 080 42200081",Casual Dining,Dine-out,4.0,2.0,Mexican,1.0
1180,Delhi Burger Cafe,Yes,No,Lower Manhattan,3.5/5,10.0, 9650411375,,Delivery,1.0,2.0,American,0.0
8019,Temptation,No,No,Chinatown,NEW,0.0, 9740091832,Quick Bites,Dine-out,1.0,2.0,American,0.0
1020,Jaganath Hotel and Restaurant,Yes,No,Midtown,3.6/5,35.0,080 49652549,Quick Bites,Delivery,1.0,2.0,American,0.0
23204,Inchara,No,No,Midtown,3.7/5,,080 22449961,Casual Dining,Dine-out,7.0,3.0,American,1.0
21083,The Airos,Yes,No,Chelsea,,131.0, 7026390001,Cafe,Dine-out,7.0,3.0,Snacks,1.0
4919,Park N Eat,Yes,No,Staten and Ellis Islands,3.7/5,16.0," 9606628430,  9035358051",Quick Bites,,1.0,2.0,Chinese,0.0
19409,The Maori - Aurick Boutique Hotel,No,No,Midtown,3.5/5,44.0,080 49011000,Casual Dining,Buffet,1.0,2.0,Chinese,1.0
29118,New Farm Fresh,No,No,Lower Manhattan,3.6 /5,34.0," 8884062000,  8884632000",Quick Bites,Dine-out,1.0,2.0,Italian,1.0
51489,Ruchir Restaurant,No,No,Chinatown,,0.0, 9686138729,Quick Bites,Dine-out,1.0,1.0,American,0.0
32972,Zaica Dine & Wine,Yes,Yes,Greenwich,4.0 /5,1021.0," 9731333833, 080 41201745",Casual Dining,Delivery,7.0,1.0,American,1.0
51456,SRI Rajarajeswari Andhra Mess,No,No,Chinatown,,0.0, 9060080375,Quick Bites,Dine-out,1.0,1.0,Mexican,0.0
20249,Birinz,Yes,No,Lower Manhattan,4.1/5,295.0," 8197022223,  9141111222",Casual Dining,Delivery,7.0,5.0,Italian,1.0
36832,Shree Thali,No,No,Tribeca,4.1 /5,183.0, 9036220937,Mess,Dine-out,7.0,1.0,American,0.0
40806,Laziz,No,No,Staten and Ellis Islands,3.9 /5,56.0," 9620012341
 9620012342",Quick Bites,Delivery,1.0,2.0,American,0.0
30225,Cafe 221B,Yes,Yes,Lower Manhattan,3.7 /5,49.0," 7899022907,  9895765188",Cafe,Delivery,1.0,2.0,Snacks,0.0
3103,4th Tea Block,No,No,Chelsea,4.0/5,62.0," 9844033353,  6361276770",Cafe,Delivery,4.0,1.0,Snacks,0.0
22956,The Little Kitchen,Yes,No,Midtown,3.4/5,8.0, 9113076319,Quick Bites,Delivery,1.0,2.0,Chinese,0.0
23165,Mani's Dum Burger,Yes,No,Midtown,4.2/5,380.0, 9606441698,Casual Dining,Dine-out,7.0,2.0,Italian,1.0
16266,Davanagere Benne Dose,Yes,No,East Village,3.9/5,106.0, 9916751528,Quick Bites,Delivery,1.0,1.0,Mexican,0.0
50147,Imperio Restaurant,Yes,Yes,Chinatown,4.3 /5,2003.0," 8050515151
080 61525151",Casual Dining,Delivery,7.0,6.0,American,1.0
32039,The Black Pearl,No,Yes,Tribeca,4.7 /5,10530.0,080 49652452,Casual Dining,Pubs and bars,,3.0,American,1.0
40827,Ofoodz,No,No,Staten and Ellis Islands,,0.0," 7022959645
 9980046644",,Delivery,1.0,1.0,American,0.0
35301,Thai Chang,Yes,Yes,Chelsea,4.1 /5,2347.0,"080 22443007
 9901967373",Casual Dining,Delivery,7.0,3.0,American,1.0
33319,Dyu Art Cafe,No,No,Tribeca,4.5 /5,3847.0," 9895674244,  9611319774",Cafe,Delivery,7.0,3.0,Snacks,1.0
17962,The Punjabi Rasoi,No,Yes,Greenwich,4.1/5,2008.0,"080 41285353,  9880998057",Casual Dining,Delivery,7.0,1.0,American,1.0
4009,Wangs Kitchen,Yes,No,East Village,2.4/5,438.0,080 39253925,Casual Dining,Delivery,7.0,1.0,Chinese,1.0
33329,Om Made Cafe,No,No,Tribeca,4.1 /5,2734.0,"080 43024010, 080 25533369",Cafe,Delivery,7.0,4.0,Snacks,1.0
15802,Tea Villa Cafe,Yes,Yes,East Village,4.2/5,859.0,080 33512986,Cafe,Cafes,7.0,7.0,Snacks,1.0
35079,Cafemoto,Yes,No,Tribeca,4.0 /5,201.0," 6360827051
 8129229603",Cafe,Delivery,7.0,4.0,Snacks,1.0
31855,Cafe 221B,Yes,Yes,Lower Manhattan,3.7 /5,49.0," 7899022907,  9895765188",Cafe,Dine-out,1.0,2.0,Snacks,0.0
